cluster,total length [bp],number of reads,Genome proportion[%],cumulative GP [%],Repeat Masker,Domain hits,Layout,All missing mates [%],Missing mates,Portion of similarity hits to other clusters[%],Outside reads with similarity [%],
221,CL221,361745,4834,0.078,51,"Simple_repeat (220hits, 2.7%)",DTM-CD1 NA NA (2 hits 0.0414%),,16.3,7.37,1.60E-02,0.1241
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.CMC.EnSpm (38hits, 0.519%)",,,,,,
,,,,,,"Low_complexity (40hits, 0.488%)",,,,,,
222,CL222,360453,4810,0.078,51.1,"Simple_repeat (348hits, 4.66%)",,,33.9,10.29,4.60E-01,2.141
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (233hits, 3.19%)",,,,,,
223,CL223,358860,4792,0.077,51.1,"Simple_repeat (281hits, 3.06%)",,,49,8.58,5.00E-01,4.403
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Gypsy (179hits, 2.63%)",,,,,,
,,,,,,"Low_complexity (33hits, 0.374%)",,,,,,
224,CL224,352734,4718,0.076,51.2,"LINE.L1 (10hits, 0.143%)",,,50,30.56,1.70E-02,0.0848
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (11hits, 0.118%)",,,,,,
,,,,,,"LTR.Copia (5hits, 0.0768%)",,,,,,
,,,,,,"Low_complexity (4hits, 0.0352%)",,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.00964%)",,,,,,
225,CL225,352124,4705,0.076,51.3,"LTR.Copia (287hits, 4.8%)",Ty1-GAG Ty1/copia Maximus/SIRE (257 hits 5.46%),,26.4,4.97,2.00E-01,1.041
,,,,,,,Ty1-PROT Ty1/copia Maximus/SIRE (65 hits 1.38%),,,,,
,,,,,,,Ty1-GAG Ty1/copia Ivana/Oryco (5 hits 0.106%),,,,,
,,,,,,,Ty1-PROT Ty1/copia Ivana/Oryco (2 hits 0.0425%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (5hits, 0.0395%)",,,,,,
,,,,,,"LTR.Gypsy (3hits, 0.0349%)",,,,,,
,,,,,,"DNA.MULE.MuDR (1hits, 0.0131%)",,,,,,
,,,,,,"DNA.CMC.EnSpm (1hits, 0.00824%)",,,,,,
226,CL226,350706,4684,0.076,51.4,"Low_complexity (28hits, 0.392%)",,,64.4,47.84,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (31hits, 0.39%)",,,,,,
227,CL227,349327,4669,0.075,51.4,"Simple_repeat (146hits, 1.71%)",,,18.7,8.35,5.40E-02,0.3427
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.CMC.EnSpm (94hits, 1.64%)",,,,,,
,,,,,,"Low_complexity (14hits, 0.149%)",,,,,,
,,,,,,"LTR.Copia (1hits, 0.0117%)",,,,,,
,,,,,,"DNA.MULE.MuDR (1hits, 0.00916%)",,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.00286%)",,,,,,
228,CL228,344560,4606,0.074,51.5,"Simple_repeat (41hits, 0.512%)",,,18.1,10.18,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Gypsy (19hits, 0.289%)",,,,,,
,,,,,,"LTR.Copia (20hits, 0.285%)",,,,,,
,,,,,,"Low_complexity (4hits, 0.063%)",,,,,,
229,CL229,344070,4602,0.074,51.6,"Simple_repeat (31hits, 0.227%)",,,69.8,54.13,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (3hits, 0.0445%)",,,,,,
,,,,,,"DNA (2hits, 0.0285%)",,,,,,
230,CL230,343932,4601,0.074,51.7,"LTR.Copia (1979hits, 40.9%)",Ty1-GAG Ty1/copia TAR (577 hits 12.5%),,32.1,2.52,5.40E-01,4.39
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (47hits, 0.447%)",,,,,,
,,,,,,"Low_complexity (25hits, 0.246%)",,,,,,
231,CL231,342716,4582,0.074,51.7,"LTR.Gypsy (579hits, 9.93%)",Ty3-GAG Ty3/gypsy Athila (288 hits 6.29%),,35.8,9.52,1.10E-01,0.8948
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (80hits, 0.822%)",,,,,,
,,,,,,"DNA.hAT.Tip100 (16hits, 0.223%)",,,,,,
,,,,,,"LTR.Copia (10hits, 0.181%)",,,,,,
,,,,,,"Low_complexity (7hits, 0.0887%)",,,,,,
,,,,,,"LTR (1hits, 0.0181%)",,,,,,
232,CL232,338538,4538,0.073,51.8,"Low_complexity (8hits, 0.0809%)",,,31.9,13.4,6.50E-03,0.0441
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (2hits, 0.0224%)",,,,,,
233,CL233,339251,4533,0.073,51.9,"LTR.Copia (281hits, 4.3%)",Ty1-RH Ty1/copia Angela (384 hits 8.47%),,70.9,12.33,1.20E+00,12.35
,,,,,,,Ty1-RH Ty1/copia Tork (15 hits 0.331%),,,,,
,,,,,,,Ty1-RH Ty1/copia Ivana/Oryco (4 hits 0.0882%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (184hits, 2.12%)",,,,,,
,,,,,,"Low_complexity (4hits, 0.0516%)",,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.00943%)",,,,,,
234,CL234,331006,4421,0.071,52,"Simple_repeat (202hits, 2.86%)",,,30.6,3.03,1.70E-01,2.058
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (65hits, 0.953%)",,,,,,
,,,,,,"DNA.CMC.EnSpm (3hits, 0.0471%)",,,,,,
,,,,,,"LTR.Copia (1hits, 0.0151%)",,,,,,
235,CL235,329258,4407,0.071,52,"Simple_repeat (114hits, 1.95%)",,,35,14.16,4.10E-01,2.088
236,CL236,322462,4309,0.07,52.1,"Simple_repeat (233hits, 2.79%)",,,70.8,16.99,1.50E-01,3.295
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Gypsy (149hits, 1.59%)",,,,,,
,,,,,,"Low_complexity (113hits, 1.42%)",,,,,,
237,CL237,318699,4268,0.069,52.2,"LTR.Gypsy (3hits, 0.0317%)",,,23.7,13.57,1.30E-02,0.0703
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.0173%)",,,,,,
238,CL238,314495,4203,0.068,52.2,"Simple_repeat (818hits, 15.3%)",,,45.7,2.69,9.70E-02,1.142
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (16hits, 0.252%)",,,,,,
239,CL239,310245,4163,0.067,52.3,"LTR.Gypsy (2292hits, 50.7%)",Ty3-RT Ty3/gypsy chromovirus (1282 hits 30.8%),,11,3.75,2.70E-02,0.1681
,,,,,,,Ty3-RH Ty3/gypsy chromovirus (481 hits 11.6%),,,,,
,,,,,,,Ty3-PROT Ty3/gypsy chromovirus (133 hits 3.19%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (16hits, 0.151%)",,,,,,
,,,,,,"Low_complexity (12hits, 0.142%)",,,,,,
,,,,,,"LTR.Caulimovirus (1hits, 0.0151%)",,,,,,
240,CL240,309250,4133,0.067,52.4,"Simple_repeat (118hits, 1.19%)",,,20.5,7.4,9.00E-02,0.6291
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (12hits, 0.131%)",,,,,,
,,,,,,"LTR.Copia (5hits, 0.0614%)",,,,,,
,,,,,,"DNA.CMC.EnSpm (2hits, 0.0168%)",,,,,,
,,,,,,"RC.Helitron (1hits, 0.0149%)",,,,,,
241,CL241,308753,4129,0.067,52.4,"LTR.Gypsy (9hits, 0.152%)",Ty3-RT Ty3/gypsy chromovirus (2 hits 0.0484%),,33,19.23,3.30E-02,0.1211
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (10hits, 0.131%)",,,,,,
,,,,,,"Low_complexity (3hits, 0.045%)",,,,,,
,,,,,,"LTR.Copia (1hits, 0.0104%)",,,,,,
242,CL242,306749,4101,0.066,52.5,"Simple_repeat (242hits, 3.62%)",,,28.5,16.46,3.70E-03,0.0488
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (115hits, 2%)",,,,,,
243,CL243,302110,4035,0.065,52.6,"Simple_repeat (35hits, 0.493%)",,,43.7,2.18,3.20E-01,3.296
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (7hits, 0.124%)",,,,,,
244,CL244,299338,4000,0.065,52.6,"DNA.CMC.EnSpm (1297hits, 29.1%)",DTC-CD1 NA NA (1270 hits 31.8%),,13.9,4.35,9.70E-02,0.45
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (48hits, 0.606%)",,,,,,
,,,,,,"Low_complexity (5hits, 0.0578%)",,,,,,
,,,,,,"LTR.Gypsy (2hits, 0.0314%)",,,,,,
,,,,,,"LTR.Copia (1hits, 0.013%)",,,,,,
245,CL245,296524,3967,0.064,52.7,"LTR.Gypsy (431hits, 8.83%)",Ty3-CHDII Ty3/gypsy chromovirus (13 hits 0.328%),,71.2,7.79,2.60E+00,9.075
246,CL246,294652,3940,0.064,52.8,"LTR.Copia (145hits, 2.91%)",Ty1-GAG Ty1/copia Ivana/Oryco (31 hits 0.787%),,10.4,2.18,1.10E-02,0.2792
,,,,,,,Ty1-GAG Ty1/copia Maximus/SIRE (30 hits 0.761%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (38hits, 0.425%)",,,,,,
,,,,,,"Low_complexity (20hits, 0.217%)",,,,,,
247,CL247,294565,3938,0.064,52.8,"LTR.Copia (101hits, 2.06%)",,,22.1,7.06,1.00E-01,0.7364
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (11hits, 0.166%)",,,,,,
,,,,,,"Low_complexity (6hits, 0.0951%)",,,,,,
248,CL248,292955,3933,0.064,52.9,"Simple_repeat (4hits, 0.0543%)",,,29.9,12.18,2.60E-02,0.1271
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.CMC.EnSpm (1hits, 0.0246%)",,,,,,
,,,,,,"DNA.MULE.MuDR (1hits, 0.0208%)",,,,,,
,,,,,,"Low_complexity (1hits, 0.0137%)",,,,,,
249,CL249,293136,3914,0.063,52.9,"Simple_repeat (87hits, 1.22%)",,,19.3,10.32,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (56hits, 0.85%)",,,,,,
,,,,,,"LTR.Gypsy (26hits, 0.39%)",,,,,,
250,CL250,288660,3854,0.062,53,"Simple_repeat (1281hits, 15.8%)",,,49.4,21.46,8.50E-03,0.1557
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (210hits, 2.81%)",,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.0159%)",,,,,,
,,,,,,"DNA.CMC.EnSpm (1hits, 0.0142%)",,,,,,
251,CL251,288297,3850,0.062,53.1,"LTR.Copia (245hits, 5.24%)",,,25.5,14.26,5.10E-02,0.5195
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (153hits, 2.35%)",,,,,,
,,,,,,"Low_complexity (4hits, 0.0527%)",,,,,,
252,CL252,287954,3849,0.062,53.1,"LTR.Copia (2316hits, 56.4%)",Ty1-RT Ty1/copia Maximus/SIRE (888 hits 23.1%),,5.4,1.09,2.10E-02,0.1819
,,,,,,,Ty1-RH Ty1/copia Maximus/SIRE (474 hits 12.3%),,,,,
,,,,,,,Ty1-INT Ty1/copia Maximus/SIRE (66 hits 1.71%),,,,,
,,,,,,,Ty1-INT Ty1/copia Tork (24 hits 0.624%),,,,,
,,,,,,,Ty1-RT Ty1/copia Iv......,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.0108%)",,,,,,
253,CL253,286565,3834,0.062,53.2,"DNA.CMC.EnSpm (954hits, 22.1%)",DTC-CD1 NA NA (1317 hits 34.4%),,13.6,5.5,8.80E-03,0.1043
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (79hits, 1.16%)",,,,,,
,,,,,,"Low_complexity (21hits, 0.337%)",,,,,,
,,,,,,"LTR.Copia (2hits, 0.0251%)",,,,,,
254,CL254,275642,3699,0.06,53.3,"Simple_repeat (9hits, 0.0682%)",,,30.7,10.62,1.00E-02,0.0541
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LINE.L1 (1hits, 0.0116%)",,,,,,
255,CL255,275612,3678,0.059,53.3,"LTR.Copia (442hits, 9.66%)",,,74.9,1.01,2.10E+00,23.14
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (334hits, 5.7%)",,,,,,
,,,,,,"Low_complexity (3hits, 0.041%)",,,,,,
256,CL256,272462,3642,0.059,53.4,"LTR.Copia (3350hits, 88%)",Ty1-RT Ty1/copia TAR (700 hits 19.2%),,10.1,5.11,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,Ty1-INT Ty1/copia TAR (320 hits 8.79%),,,,,
,,,,,,,Ty1-RH Ty1/copia TAR (184 hits 5.05%),,,,,
,,,,,,,Ty1-PROT Ty1/copia TAR (72 hits 1.98%),,,,,
,,,,,,,Ty1-RT Ty1/copia Ivana/Oryco (31 hits 0.851%)<......,,,,,
257,CL257,271634,3634,0.059,53.4,"Simple_repeat (14hits, 0.203%)",,,27.9,10.79,9.40E-02,0.4953
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (13hits, 0.165%)",,,,,,
,,,,,,"LINE.L1 (2hits, 0.0258%)",,,,,,
258,CL258,271080,3622,0.059,53.5,"DNA.CMC.EnSpm (657hits, 16%)",DTC-CD1 NA NA (907 hits 25%),,12.4,3.12,2.60E-02,0.138
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (57hits, 0.649%)",,,,,,
,,,,,,"Low_complexity (4hits, 0.0391%)",,,,,,
259,CL259,269422,3621,0.059,53.5,"LTR.Gypsy (555hits, 12.7%)",Ty3-INT Ty3/gypsy Ogre/Tat (511 hits 14.1%),,13,0.75,1.70E-01,1.629
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,Ty3-RH Ty3/gypsy Ogre/Tat (375 hits 10.4%),,,,,
260,CL260,269110,3607,0.058,53.6,"LTR.Gypsy (6hits, 0.1%)",Ty3-PROT Ty3/gypsy Ogre/Tat (24 hits 0.665%),,22.5,8.04,2.20E-01,1.109
261,CL261,264075,3539,0.057,53.7,"DNA.MULE.MuDR (2hits, 0.0345%)",DTA-CD1 NA NA (1 hits 0.0283%),,70.7,17.46,1.20E+00,5.962
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.0148%)",,,,,,
262,CL262,263298,3518,0.057,53.7,"LTR.Copia (80hits, 1.87%)",,,47.6,29.02,8.90E-02,0.4832
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (127hits, 1.26%)",,,,,,
,,,,,,"Low_complexity (8hits, 0.109%)",,,,,,
263,CL263,261803,3496,0.057,53.8,,,,83,5.12,8.00E+00,93.56
264,CL264,261310,3490,0.056,53.8,"LTR.Gypsy (156hits, 2.73%)",,,35.9,17.48,6.20E-03,0.086
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (127hits, 1.83%)",,,,,,
,,,,,,"Low_complexity (88hits, 1.38%)",,,,,,
265,CL265,259923,3469,0.056,53.9,"Simple_repeat (68hits, 1.1%)",,,26.8,7.03,3.90E-01,3.92
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (48hits, 0.916%)",,,,,,
266,CL266,259151,3465,0.056,53.9,"Simple_repeat (13hits, 0.17%)",,,25.5,7.16,3.10E-03,0.0577
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (4hits, 0.056%)",,,,,,
267,CL267,256496,3429,0.055,54,"DNA.CMC.EnSpm (249hits, 5.42%)",,,23.6,6.12,9.60E-02,0.4666
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (29hits, 0.452%)",,,,,,
,,,,,,"Low_complexity (22hits, 0.293%)",,,,,,
,,,,,,"DNA.MULE.MuDR (3hits, 0.0655%)",,,,,,
268,CL268,254229,3396,0.055,54.1,"DNA.MULE.MuDR (78hits, 1.28%)",,,17.1,4.45,1.70E-02,0.1178
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (47hits, 0.742%)",,,,,,
,,,,,,"Low_complexity (25hits, 0.495%)",,,,,,
,,,,,,"DNA.CMC.EnSpm (16hits, 0.272%)",,,,,,
269,CL269,250668,3359,0.054,54.1,"LTR.Gypsy (1hits, 0.0172%)",Ty3-INT Ty3/gypsy Ogre/Tat (141 hits 4.2%),,25,6.49,7.40E-02,1.102
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (2hits, 0.0164%)",,,,,,
270,CL270,251179,3353,0.054,54.2,"Simple_repeat (36hits, 0.498%)",PARA-PROT NA NA (1 hits 0.0298%),,59.2,42.17,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (16hits, 0.284%)",,,,,,
271,CL271,246794,3299,0.053,54.2,"DNA.CMC.EnSpm (565hits, 14.8%)",DTC-CD1 NA NA (558 hits 16.9%),,15.6,5.64,3.80E-02,0.2122
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (52hits, 0.969%)",,,,,,
,,,,,,"Low_complexity (24hits, 0.41%)",,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.0231%)",,,,,,
272,CL272,242463,3246,0.052,54.3,"rRNA (91hits, 2.45%)",,,2.8,0.46,3.10E-03,0.2157
273,CL273,242509,3237,0.052,54.3,"Simple_repeat (1381hits, 28%)",,,99.8,6.58,7.70E-01,16.47
274,CL274,242019,3236,0.052,54.4,"LTR.Copia (2748hits, 80.3%)",Ty1-RT Ty1/copia TAR (695 hits 21.5%),,14.2,6.37,3.00E-02,0.1854
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,Ty1-RH Ty1/copia TAR (564 hits 17.4%),,,,,
,,,,,,,Ty1-INT Ty1/copia TAR (73 hits 2.26%),,,,,
,,,,,,,Ty1-RT Ty1/copia Angela (18 hits 0.556%),,,,,
,,,,,,,Ty1-RT Ty1/copia AleI/Retrofit (13 hits 0.402......,,,,,
275,CL275,239600,3204,0.052,54.4,"LTR.Gypsy (1468hits, 40.3%)",Ty3-INT Ty3/gypsy Athila (497 hits 15.5%),,22.7,8.02,4.10E-02,0.1873
,,,,,,,Ty3-RT Ty3/gypsy Athila (91 hits 2.84%),,,,,
,,,,,,,Ty3-PROT Ty3/gypsy Athila (76 hits 2.37%),,,,,
,,,,,,,Ty3-INT Ty3/gypsy Ogre/Tat (14 hits 0.437%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Copia (24hits, 0.533%)",,,,,,
,,,,,,"Simple_repeat (8hits, 0.112%)",,,,,,
,,,,,,"Low_complexity (3hits, 0.0618%)",,,,,,
,,,,,,"LINE.L1 (1hits, 0.0159%)",,,,,,
276,CL276,238298,3193,0.052,54.5,"LTR.Gypsy (1039hits, 29.3%)",Ty3-RT Ty3/gypsy chromovirus (680 hits 21.3%),,28.5,12.84,8.80E-02,0.3758
,,,,,,,Ty3-PROT Ty3/gypsy chromovirus (36 hits 1.13%),,,,,
,,,,,,,Ty3-GAG Ty3/gypsy chromovirus (13 hits 0.407%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Copia (1hits, 0.0151%)",,,,,,
277,CL277,238167,3180,0.051,54.5,"Simple_repeat (2hits, 0.0344%)",,,6.5,1.16,5.10E-04,0.0314
278,CL278,233884,3136,0.051,54.6,"Simple_repeat (23hits, 0.443%)",,,71.6,13.49,1.10E-01,1.371
279,CL279,232045,3102,0.05,54.6,"Simple_repeat (2hits, 0.0289%)",,,32.3,13.54,0.00E+00,0
280,CL280,231648,3098,0.05,54.7,"DNA.CMC.EnSpm (938hits, 26.7%)",DTC-CD1 NA NA (911 hits 29.4%),,14.7,4.36,6.40E-02,0.2582
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (17hits, 0.281%)",,,,,,
,,,,,,"Low_complexity (7hits, 0.141%)",,,,,,
281,CL281,230151,3075,0.05,54.7,"LTR.Copia (153hits, 4.52%)",,,35.9,16.78,1.30E-02,0.0976
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (98hits, 1.97%)",,,,,,
,,,,,,"LTR.Gypsy (41hits, 0.985%)",,,,,,
,,,,,,"Low_complexity (23hits, 0.519%)",,,,,,
282,CL282,226978,3036,0.049,54.8,"Simple_repeat (134hits, 3.06%)",,,15.2,5.07,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (9hits, 0.15%)",,,,,,
283,CL283,225753,3023,0.049,54.8,"Simple_repeat (34hits, 0.455%)",,,26.1,12.04,1.10E-02,0.0992
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (3hits, 0.0452%)",,,,,,
284,CL284,221451,2959,0.048,54.9,"Simple_repeat (35hits, 0.68%)",,,15,7.23,7.70E-03,0.1014
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (6hits, 0.141%)",,,,,,
285,CL285,220269,2941,0.048,54.9,"Simple_repeat (268hits, 4.79%)",,,50.6,32.06,1.40E-03,0.034
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (38hits, 0.778%)",,,,,,
,,,,,,"DNA.PIF.Harbinger (5hits, 0.0863%)",,,,,,
286,CL286,218464,2927,0.047,55,"LTR.Gypsy (1hits, 0.0215%)",Ty3-GAG Ty3/gypsy Athila (72 hits 2.46%),,23.7,9.98,3.80E-02,0.2733
,,,,,,,,,,,,
,,,,,,,,,,,,
